,Player Season,Player ID,Converse Defense Attempts,Converse Defense Success,Converse Pass Attempts,Converse Pass Success,Converse Rec Attempts,Converse Rec Success,Converse Rush Attempts,Converse Rush Success,Converse Turnover Success
0,2013,01291a8d-d97c-4d88-b497-b5ad4b72f626,0,0,1,1,0,0,0,0,0
1,2013,1c6daf8e-d6dc-4d88-a5fa-c3ebcd93a6e5,0,0,1,1,0,0,0,0,0
2,2013,4f0053fc-5559-4551-bd81-dcd1cdf3a9ec,0,0,1,1,0,0,0,0,0
3,2013,af4ba620-2f00-4b00-9111-7897f2b1cde8,0,0,1,1,0,0,0,0,0
4,2013,b228c353-bb1f-4ba8-aa6d-d18ecf297259,0,0,1,1,0,0,0,0,0
5,2014,0d1171d4-c955-4966-9257-640b569866d1,0,0,0,0,0,0,1,1,0
6,2014,22fb2b54-4936-4e8a-a48d-62096c0c9bb1,0,0,0,0,0,0,1,1,0
7,2014,3aef6950-1c19-4454-a3d0-0afe9634ea9f,0,0,0,0,0,0,1,1,0
8,2014,471dbe81-54c4-4b52-8bd1-4933c9800e1f,0,0,0,0,0,0,1,1,0
9,2014,51952c7b-11c5-4229-baf9-08d4694cc2ad,0,0,0,0,0,0,1,1,0
10,2014,54d4e35a-2e6c-48f6-86ad-92dd596c173c,0,0,0,0,0,0,1,1,0
11,2014,9b13d2bc-b22c-4f91-8eeb-309f43422d6e,0,0,0,0,0,0,1,1,0
12,2014,b24625a0-d402-4d59-a778-aa4b073bfe5e,0,0,0,0,0,0,1,1,0
13,2014,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,0,0,0,0,0,0,1,1,0
14,2016,00f88be8-45f9-4237-b2b8-3271ec790d07,0,0,0,0,3,2,0,0,0
15,2016,0ee05dd7-e99e-43c8-ba2b-0922be1d8be1,0,0,0,0,3,2,0,0,0
16,2016,27e60657-f73d-4125-906d-aa72cc3477dc,0,0,0,0,3,2,0,0,0
17,2016,2e56cca7-b898-4aac-bbc5-b5bda9163be1,0,0,0,0,3,2,0,0,0
18,2016,480277d1-47c9-44df-969e-038a84cd0fea,0,0,0,0,3,2,0,0,0
19,2016,540f8b30-900e-4d17-8756-c262ba5fa039,0,0,0,0,3,2,0,0,0
20,2016,5a20a439-bebc-4ef7-8b9f-30e1d677a26b,0,0,0,0,3,2,0,0,0
21,2016,996974b8-2e0a-47d9-90a7-c3455192d06b,0,0,0,0,3,2,0,0,0
22,2016,9f026fc0-4449-4dc5-a226-2e2830619381,0,0,0,0,3,2,0,0,0
23,2016,adadafa1-dc37-486d-8538-7db1e1b5f71e,0,0,0,0,3,2,0,0,0
24,2016,c78c299b-7c73-40fc-9155-2ede7f9849c7,0,0,0,0,3,2,0,0,0
25,2016,c7b7d27f-97c3-4c12-95c4-36205175c959,0,0,0,0,3,2,0,0,0
26,2016,cf23126f-055b-4617-819b-bb4bcb84541a,0,0,0,0,3,2,0,0,0
27,2016,fe767946-236d-4c04-9c59-5e3edd51acfe,0,0,0,0,3,2,0,0,0
28,2016,0366fd06-19a3-4b69-8448-6bfbfad1250b,0,0,0,0,0,0,1,0,0
29,2016,058c99fc-470c-4579-a165-03e043335cc1,0,0,0,0,0,0,1,0,0
30,2016,0a95e792-6455-4927-9539-f95fa7f41fbb,0,0,0,0,0,0,1,0,0
31,2016,3699dfd9-d437-43f7-b674-adbb31e7e64b,0,0,0,0,0,0,1,0,0
32,2016,38f5843a-8318-4eb7-b517-c83d415e77a4,0,0,0,0,0,0,1,0,0
33,2016,3e618eb6-41f2-4f20-ad70-2460f9366f43,0,0,0,0,0,0,1,0,0
34,2016,6a65641c-5ee2-44e3-8a75-7f98887b40ae,0,0,0,0,0,0,1,0,0
35,2016,8002dd5e-a75a-4d72-9a8c-0f4dbc80d459,0,0,0,0,0,0,1,0,0
36,2016,a824d9ff-12a4-4ed2-812d-404b0b4e52f9,0,0,0,0,0,0,1,0,0
37,2016,bbd0942c-6f77-4f83-a6d0-66ec6548019e,0,0,0,0,0,0,1,0,0
38,2016,c1ca7e3d-f072-41c7-8017-53401dbdd4d4,0,0,0,0,0,0,1,0,0
39,2016,c3bf8d3e-3b2e-4f9e-ad74-c0a684035f17,0,0,0,0,0,0,1,0,0
40,2016,c80914e5-5b9b-4ed8-a993-bcdf5f77f5f6,0,0,0,0,0,0,1,0,0
41,2016,cc9df25a-bb22-4737-83df-ff01d3fd7695,0,0,0,0,0,0,1,0,0
42,2016,d3fab07b-f02a-433d-9612-cb0a751f324d,0,0,0,0,0,0,1,0,0
43,2016,e1c506bd-9e36-45e7-b2b9-fff6a9728a06,0,0,0,0,0,0,1,0,0
44,2016,1059e9dc-97df-4643-9116-883a0573d8b1,0,0,0,0,1,0,0,0,0
45,2016,2c259733-ec2c-4e3c-bb7b-34dc0d37dc34,0,0,0,0,1,0,0,0,0
46,2016,2e0badcd-b78c-40ee-a83b-a1bbb36bc545,0,0,0,0,1,0,0,0,0
47,2016,2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4,0,0,0,0,1,0,0,0,0
48,2016,4bff1c89-f4d1-4699-8c85-69bbbbaec5a2,0,0,0,0,1,0,0,0,0
49,2016,5514afb6-bd43-49a8-9bf7-b8baaaecdabe,0,0,0,0,1,0,0,0,0
50,2016,6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3,0,0,0,0,1,0,0,0,0
51,2016,8c5067dc-1617-42fa-82eb-0596392ab20a,0,0,0,0,1,0,0,0,0
52,2016,971fc9e5-bebb-4a2c-a822-8c52f92a3d07,0,0,0,0,1,0,0,0,0
53,2016,a1c40664-b265-4083-aad2-54b4c734f2c5,0,0,0,0,1,0,0,0,0
54,2016,ab58c0ac-a747-47e6-9b3c-505e41d2bd3d,0,0,0,0,1,0,0,0,0
55,2016,cc3640b0-7560-431f-84ab-599e9dc8cac6,0,0,0,0,1,0,0,0,0
56,2016,cccc9f16-9508-434f-b7a4-9a29cb0cacf9,0,0,0,0,1,0,0,0,0
57,2016,da85107c-365c-4d58-90ab-479d97d798b4,0,0,0,0,1,0,0,0,0
58,2016,f22b34cf-6ecf-4522-9c77-1da275dfda7d,0,0,0,0,1,0,0,0,0
59,2018,0366fd06-19a3-4b69-8448-6bfbfad1250b,0,0,0,0,1,0,0,0,0
60,2018,058c99fc-470c-4579-a165-03e043335cc1,0,0,0,0,1,0,0,0,0
61,2018,0a95e792-6455-4927-9539-f95fa7f41fbb,0,0,0,0,1,0,0,0,0
62,2018,2dcc8e56-ac32-4774-a011-b1e65ca73786,0,0,0,0,1,0,0,0,0
63,2018,2fda010a-8c62-4c07-b601-4ba03f57e6af,0,0,0,0,1,0,0,0,0
64,2018,35341f6c-bca9-427b-a8eb-f9a24a334184,0,0,0,0,1,0,0,0,0
65,2018,3699dfd9-d437-43f7-b674-adbb31e7e64b,0,0,0,0,1,0,0,0,0
66,2018,3d655ae8-d510-47d4-b5ab-936cd6a492f1,0,0,0,0,1,0,0,0,0
67,2018,4402b8d5-d6bf-43d0-9198-651506abba76,0,0,0,0,1,0,0,0,0
68,2018,471dbe81-54c4-4b52-8bd1-4933c9800e1f,0,0,0,0,1,0,0,0,0
69,2018,5274fac8-fa34-46fa-ac4d-7b58bb84999f,0,0,0,0,1,0,0,0,0
70,2018,6a65641c-5ee2-44e3-8a75-7f98887b40ae,0,0,0,0,1,0,0,0,0
71,2018,73e133bf-d3f7-4fda-bd25-2fde66cb8ee1,0,0,0,0,1,0,0,0,0
72,2018,8002dd5e-a75a-4d72-9a8c-0f4dbc80d459,0,0,0,0,1,0,0,0,0
73,2018,8d3ac8d8-e18f-4485-acc6-55c79adcc2a8,0,0,0,0,1,0,0,0,0
74,2018,9eb60195-a390-4a96-bebd-8a761551c163,0,0,0,0,1,0,0,0,0
75,2018,ab58c0ac-a747-47e6-9b3c-505e41d2bd3d,0,0,0,0,1,0,0,0,0
76,2018,c1ca7e3d-f072-41c7-8017-53401dbdd4d4,0,0,0,0,1,0,0,0,0
77,2018,c3bf8d3e-3b2e-4f9e-ad74-c0a684035f17,0,0,0,0,1,0,0,0,0
78,2018,c80914e5-5b9b-4ed8-a993-bcdf5f77f5f6,0,0,0,0,1,0,0,0,0
79,2018,c99cb557-3364-4755-a353-82737ba1de6b,0,0,0,0,1,0,0,0,0
80,2018,cf1a34f1-1aa7-45a1-b2b3-ffbecc8834f7,0,0,0,0,1,0,0,0,0
81,2018,e601812f-ce24-4e99-bee0-e33c1e9014e4,0,0,0,0,1,0,0,0,0
82,2018,e6c40f79-1bbd-4f62-9391-7f535f110c0d,0,0,0,0,1,0,0,0,0
83,2018,f4f11bc2-2fe6-4da8-a83c-63085788e789,0,0,0,0,1,0,0,0,0
84,2018,f8ca735c-2779-4d0c-914e-e58e11c2356d,0,0,0,0,1,0,0,0,0
85,2018,0045a36c-f464-49e0-a25a-9210edc94bc1,0,0,1,0,0,0,0,0,0
86,2018,06787c1d-f02b-4217-9152-c269e826928a,0,0,1,0,0,0,0,0,0
87,2018,0fd32417-8410-4a8f-8919-386c433bca43,0,0,1,0,0,0,0,0,0
88,2018,1b016b52-62ba-4da9-9ead-6bad689f8d33,0,0,1,0,0,0,0,0,0
89,2018,1b8db398-7a7e-44df-922e-d979507e6bdb,0,0,1,0,0,0,0,0,0
90,2018,4b09ab09-1457-4c9d-a99d-6a03d8e76c76,0,0,1,0,0,0,0,0,0
91,2018,4b3677f5-712e-43f2-b7bb-51ac6f291b86,0,0,1,0,0,0,0,0,0
92,2018,4b99ead5-0f79-4899-84a7-075c08890698,0,0,1,0,0,0,0,0,0
93,2018,5b496c58-83ef-4763-b1e0-5f052af46b3e,0,0,1,0,0,0,0,0,0
94,2018,7a1b8f1a-9024-4897-86b0-01c63e00305e,0,0,1,0,0,0,0,0,0
95,2018,80715ecf-ffc9-4a93-a305-2193451b3382,0,0,1,0,0,0,0,0,0
96,2018,87171077-4c1c-4b67-b159-2cc6242988e0,0,0,1,0,0,0,0,0,0
97,2018,8f249da2-2528-4f68-8587-4400c924aba4,0,0,1,0,0,0,0,0,0
98,2018,9c04a540-cb7c-41dc-8e7c-50b7af29a3a2,0,0,1,0,0,0,0,0,0
99,2018,a8342d20-9901-49a6-bc45-79f192418188,0,0,1,0,0,0,0,0,0
100,2018,b13ba4c3-5761-40fb-aa6a-935f09c39a6b,0,0,1,0,0,0,0,0,0
101,2018,b8033c75-de94-46df-a645-284f419c4497,0,0,1,0,0,0,0,0,0
102,2018,bc0f07a4-3e7b-4e61-987a-05533dc225be,0,0,1,0,0,0,0,0,0
103,2018,bfaedf99-7618-4925-b362-90415c22a3b6,0,0,1,0,0,0,0,0,0
104,2018,d76c8e95-7c6e-4def-9fd9-d813df18b3b8,0,0,1,0,0,0,0,0,0
